2014---1---美国---美洲---17.61万亿 (17,608,138,000,000)---22.0046%
2014---2---中国---亚洲---10.48万亿 (10,475,624,944,355)---13.0912%
2014---3---日本---亚洲---4.90万亿 (4,896,994,405,353)---6.1197%
2014---4---德国---欧洲---3.97万亿 (3,965,800,686,309)---4.9560%
2014---5---英国---欧洲---3.06万亿 (3,064,708,247,921)---3.8299%
2014---6---法国---欧洲---2.86万亿 (2,861,236,112,552)---3.5756%
2014---7---巴西---美洲---2.46万亿 (2,456,043,727,198)---3.0693%
2014---8---意大利---欧洲---2.17万亿 (2,173,255,507,985)---2.7159%
2014---9---俄罗斯---欧洲---2.06万亿 (2,059,241,589,895)---2.5734%
2014---10---印度---亚洲---2.04万亿 (2,039,126,479,154)---2.5483%
2014---11---加拿大---美洲---1.81万亿 (1,805,749,878,439)---2.2566%
2014---12---韩国---亚洲---1.48万亿 (1,484,488,526,271)---1.8551%
2014---13---澳大利亚---大洋洲---1.47万亿 (1,468,265,356,427)---1.8349%
2014---14---西班牙---欧洲---1.38万亿 (1,380,244,561,361)---1.7249%
2014---15---墨西哥---美洲---1.36万亿 (1,364,507,717,614)---1.7052%
2014---16---土耳其---欧洲---9389.35亿 (938,934,609,296)---1.1734%
2014---17---荷兰---欧洲---9015.57亿 (901,556,501,756)---1.1267%
2014---18---印尼---亚洲---8908.15亿 (890,814,755,511)---1.1132%
2014---19---沙特阿拉伯---亚洲---7666.06亿 (766,605,866,666)---0.9580%
2014---20---瑞士---欧洲---7265.38亿 (726,537,808,338)---0.9079%
2014---21---瑞典---欧洲---5777.30亿 (577,730,245,154)---0.7220%
2014---22---尼日利亚---非洲---5741.84亿 (574,183,763,411)---0.7175%
2014---23---波兰---欧洲---5421.34亿 (542,134,167,178)---0.6775%
2014---24---比利时---欧洲---5379.87亿 (537,987,419,164)---0.6723%
2014---25---阿根廷---美洲---5263.20亿 (526,319,673,731)---0.6577%
2014---26---挪威---欧洲---5017.36亿 (501,736,471,832)---0.6270%
2014---27---委内瑞拉---美洲---4823.59亿 (482,359,318,767)---0.6028%
2014---28---伊朗---亚洲---4622.85亿 (462,284,793,280)---0.5777%
2014---29---奥地利---欧洲---4385.56亿 (438,556,021,078)---0.5481%
2014---30---阿联酋---亚洲---4141.05亿 (414,105,366,758)---0.5175%
2014---31---泰国---亚洲---4073.39亿 (407,339,040,197)---0.5090%
2014---32---哥伦比亚---美洲---3812.41亿 (381,240,864,422)---0.4764%
2014---33---南非---非洲---3811.99亿 (381,198,869,776)---0.4764%
2014---34---丹麦---欧洲---3528.33亿 (352,832,602,064)---0.4409%
2014---35---马来西亚---亚洲---3380.66亿 (338,066,095,097)---0.4225%
2014---36---新加坡---亚洲---3148.64亿 (314,863,580,758)---0.3935%
2014---37---以色列---亚洲---3140.90亿 (314,090,281,098)---0.3925%
2014---38---埃及---非洲---3055.95亿 (305,595,408,895)---0.3819%
2014---39---菲律宾---亚洲---2974.84亿 (297,483,555,344)---0.3718%
2014---40---香港---亚洲---2914.60亿 (291,459,995,978)---0.3642%
2014---41---芬兰---欧洲---2734.79亿 (273,478,528,954)---0.3418%
2014---42---巴基斯坦---亚洲---2713.90亿 (271,390,474,857)---0.3392%
2014---43---爱尔兰---欧洲---2667.87亿 (266,787,238,499)---0.3334%
2014---44---智利---美洲---2595.61亿 (259,560,978,231)---0.3244%
2014---45---阿尔及利亚---非洲---2389.43亿 (238,942,664,192)---0.2986%
2014---46---希腊---欧洲---2339.12亿 (233,911,581,521)---0.2923%
2014---47---葡萄牙---欧洲---2300.79亿 (230,078,616,299)---0.2875%
2014---48---伊拉克---亚洲---2284.16亿 (228,415,656,174)---0.2854%
