2020---1---美国---美洲---21.35万亿 (21,354,105,000,000)---24.8990%
2020---2---中国---亚洲---14.69万亿 (14,687,744,162,801)---17.1260%
2020---3---日本---亚洲---5.06万亿 (5,055,587,093,501)---5.8948%
2020---4---德国---欧洲---3.94万亿 (3,940,142,541,354)---4.5942%
2020---5---英国---欧洲---2.70万亿 (2,696,778,386,607)---3.1445%
2020---6---印度---亚洲---2.67万亿 (2,674,851,578,587)---3.1189%
2020---7---法国---欧洲---2.65万亿 (2,647,926,055,110)---3.0875%
2020---8---意大利---欧洲---1.91万亿 (1,907,481,094,079)---2.2241%
2020---9---加拿大---美洲---1.66万亿 (1,655,684,730,000)---1.9305%
2020---10---韩国---亚洲---1.64万亿 (1,644,312,831,906)---1.9173%
2020---11---俄罗斯---欧洲---1.49万亿 (1,493,075,894,362)---1.7409%
2020---12---巴西---美洲---1.48万亿 (1,476,107,231,194)---1.7211%
2020---13---澳大利亚---大洋洲---1.33万亿 (1,328,414,058,378)---1.5489%
2020---14---西班牙---欧洲---1.29万亿 (1,289,783,836,971)---1.5039%
2020---15---墨西哥---美洲---1.12万亿 (1,121,064,767,261)---1.3072%
2020---16---印尼---亚洲---1.06万亿 (1,059,054,842,711)---1.2349%
2020---17---荷兰---欧洲---9325.61亿 (932,560,861,701)---1.0874%
2020---18---瑞士---欧洲---7419.99亿 (741,999,406,005)---0.8652%
2020---19---沙特阿拉伯---亚洲---7342.71亿 (734,271,200,000)---0.8562%
2020---20---土耳其---欧洲---7203.38亿 (720,338,490,327)---0.8399%
2020---21---波兰---欧洲---6059.14亿 (605,914,237,903)---0.7065%
2020---22---瑞典---欧洲---5451.48亿 (545,147,614,972)---0.6356%
2020---23---比利时---欧洲---5296.94亿 (529,694,473,501)---0.6176%
2020---24---泰国---亚洲---5004.62亿 (500,461,898,480)---0.5835%
2020---25---爱尔兰---欧洲---4365.56亿 (436,555,518,400)---0.5090%
2020---26---奥地利---欧洲---4343.98亿 (434,397,601,557)---0.5065%
2020---27---尼日利亚---非洲---4321.99亿 (432,198,898,467)---0.5039%
2020---28---以色列---亚洲---4117.29亿 (411,728,563,086)---0.4801%
2020---29---阿根廷---美洲---3857.41亿 (385,740,508,436)---0.4498%
2020---30---埃及---非洲---3838.18亿 (383,817,841,547)---0.4475%
2020---31---孟加拉---亚洲---3739.79亿 (373,979,442,362)---0.4361%
2020---32---挪威---欧洲---3676.33亿 (367,633,418,886)---0.4287%
2020---33---菲律宾---亚洲---3617.51亿 (361,751,145,451)---0.4218%
2020---34---丹麦---欧洲---3556.31亿 (355,631,021,931)---0.4147%
2020---35---新加坡---亚洲---3494.88亿 (349,488,382,610)---0.4075%
2020---36---阿联酋---亚洲---3494.73亿 (349,473,015,336)---0.4075%
2020---37---香港---亚洲---3449.43亿 (344,943,149,590)---0.4022%
2020---38---南非---非洲---3379.75亿 (337,974,655,408)---0.3941%
2020---39---马来西亚---亚洲---3374.56亿 (337,456,163,961)---0.3935%
2020---40---巴基斯坦---亚洲---3004.26亿 (300,425,609,817)---0.3503%
2020---41---越南---亚洲---2711.58亿 (271,158,442,448)---0.3162%
2020---42---哥伦比亚---美洲---2703.48亿 (270,348,342,541)---0.3152%
2020---43---芬兰---欧洲---2700.00亿 (270,000,311,606)---0.3148%
2020---44---伊朗---亚洲---2621.86亿 (262,186,179,355)---0.3057%
2020---45---智利---美洲---2540.42亿 (254,042,159,309)---0.2962%
2020---46---罗马尼亚---欧洲---2520.34亿 (252,033,792,712)---0.2939%
2020---47---捷克---欧洲---2511.10亿 (251,109,660,602)---0.2928%
2020---48---葡萄牙---欧洲---2296.19亿 (229,618,773,422)---0.2677%
2020---49---新西兰---大洋洲---2126.98亿 (212,697,530,897)---0.2480%
2020---50---秘鲁---美洲---2014.10亿 (201,409,694,755)---0.2348%
2020---51---希腊---欧洲---1913.63亿 (191,362,985,554)---0.2231%
2020---52---伊拉克---亚洲---1808.99亿 (180,898,797,516)---0.2109%
2020---53---哈萨克斯坦---亚洲---1710.82亿 (171,082,365,861)---0.1995%
2020---54---阿尔及利亚---非洲---1648.73亿 (164,873,415,325)---0.1922%
2020---55---匈牙利---欧洲---1572.89亿 (157,288,955,508)---0.1834%
2020---56---乌克兰---欧洲---1566.18亿 (156,617,722,013)---0.1826%
2020---57---卡塔尔---亚洲---1444.11亿 (144,411,363,345)---0.1684%
2020---58---摩洛哥---非洲---1213.54亿 (121,353,645,057)---0.1415%
2020---59---科威特---亚洲---1110.45亿 (111,045,470,461)---0.1295%
2020---60---斯洛伐克---欧洲---1077.33亿 (107,732,602,896)---0.1256%
2020---61---埃塞俄比亚---非洲---1076.58亿 (107,657,734,392)---0.1255%
2020---62---古巴---美洲---1073.52亿 (107,351,800,000)---0.1252%
