2013---1---美国---美洲---16.88万亿 (16,880,683,000,000)---21.6771%
2013---2---中国---亚洲---9.57万亿 (9,570,471,111,831)---12.2898%
2013---3---日本---亚洲---5.21万亿 (5,212,328,181,166)---6.6933%
2013---4---德国---欧洲---3.81万亿 (3,808,086,291,482)---4.8901%
2013---5---法国---欧洲---2.82万亿 (2,816,077,607,875)---3.6162%
2013---6---英国---欧洲---2.78万亿 (2,784,853,502,534)---3.5761%
2013---7---巴西---美洲---2.47万亿 (2,472,819,535,742)---3.1754%
2013---8---俄罗斯---欧洲---2.29万亿 (2,292,470,078,346)---2.9438%
2013---9---意大利---欧洲---2.15万亿 (2,153,225,581,941)---2.7650%
2013---10---印度---亚洲---1.86万亿 (1,856,721,507,621)---2.3843%
2013---11---加拿大---美洲---1.85万亿 (1,846,597,421,834)---2.3713%
2013---12---澳大利亚---大洋洲---1.58万亿 (1,577,123,329,410)---2.0252%
2013---13---韩国---亚洲---1.37万亿 (1,370,632,955,321)---1.7601%
2013---14---西班牙---欧洲---1.36万亿 (1,362,186,923,157)---1.7492%
2013---15---墨西哥---美洲---1.33万亿 (1,327,436,290,282)---1.7046%
2013---16---土耳其---欧洲---9577.99亿 (957,799,120,008)---1.2299%
2013---17---印尼---亚洲---9125.24亿 (912,524,136,718)---1.1718%
2013---18---荷兰---欧洲---8839.52亿 (883,951,539,006)---1.1351%
2013---19---沙特阿拉伯---亚洲---7538.65亿 (753,864,533,333)---0.9681%
2013---20---瑞士---欧洲---7062.35亿 (706,234,937,370)---0.9069%
2013---21---瑞典---欧洲---5841.28亿 (584,128,116,410)---0.7501%
2013---22---阿根廷---美洲---5520.25亿 (552,025,140,252)---0.7089%
2013---23---挪威---欧洲---5260.14亿 (526,014,468,085)---0.6755%
2013---24---比利时---欧洲---5240.97亿 (524,097,026,598)---0.6730%
2013---25---尼日利亚---非洲---5201.17亿 (520,117,180,313)---0.6679%
2013---26---波兰---欧洲---5181.80亿 (518,179,836,405)---0.6654%
2013---27---伊朗---亚洲---5004.00亿 (500,399,839,839)---0.6426%
2013---28---奥地利---欧洲---4265.81亿 (426,580,502,769)---0.5478%
2013---29---泰国---亚洲---4203.34亿 (420,333,654,592)---0.5398%
2013---30---南非---非洲---4008.86亿 (400,886,013,595)---0.5148%
2013---31---阿联酋---亚洲---4002.19亿 (400,218,529,747)---0.5139%
2013---32---哥伦比亚---美洲---3820.94亿 (382,093,697,077)---0.4907%
2013---33---委内瑞拉---美洲---3710.05亿 (371,005,379,786)---0.4764%
2013---34---丹麦---欧洲---3446.31亿 (344,631,016,965)---0.4426%
2013---35---马来西亚---亚洲---3232.76亿 (323,276,235,524)---0.4151%
2013---36---新加坡---亚洲---3075.76亿 (307,576,360,584)---0.3950%
2013---37---以色列---亚洲---2976.34亿 (297,634,145,181)---0.3822%
2013---38---埃及---非洲---2884.34亿 (288,434,108,527)---0.3704%
2013---39---菲律宾---亚洲---2839.03亿 (283,902,828,581)---0.3646%
2013---40---智利---美洲---2773.95亿 (277,395,018,837)---0.3562%
2013---41---香港---亚洲---2756.97亿 (275,696,879,834)---0.3540%
2013---42---芬兰---欧洲---2702.68亿 (270,268,036,626)---0.3471%
2013---43---巴基斯坦---亚洲---2586.57亿 (258,657,231,672)---0.3322%
2013---44---爱尔兰---欧洲---2433.02亿 (243,301,556,084)---0.3124%
2013---45---哈萨克斯坦---亚洲---2366.35亿 (236,634,603,409)---0.3039%
2013---46---希腊---欧洲---2365.56亿 (236,556,279,640)---0.3038%
2013---47---伊拉克---亚洲---2346.38亿 (234,637,675,128)---0.3013%
2013---48---阿尔及利亚---非洲---2297.01亿 (229,701,430,292)---0.2950%
2013---49---葡萄牙---欧洲---2266.77亿 (226,677,408,291)---0.2911%
2013---50---越南---亚洲---2137.09亿 (213,708,811,665)---0.2744%
2013---51---捷克---欧洲---2130.24亿 (213,024,360,541)---0.2736%
2013---52---秘鲁---美洲---2011.76亿 (201,175,543,571)---0.2583%
2013---53---卡塔尔---亚洲---1987.28亿 (198,727,642,967)---0.2552%
2013---54---新西兰---大洋洲---1909.10亿 (190,909,855,416)---0.2452%
2013---55---乌克兰---欧洲---1904.99亿 (190,498,811,460)---0.2446%
2013---56---罗马尼亚---欧洲---1897.99亿 (189,798,603,751)---0.2437%
2013---57---科威特---亚洲---1741.68亿 (174,168,116,687)---0.2237%
2013---58---孟加拉---亚洲---1499.99亿 (149,998,957,434)---0.1926%
2013---59---匈牙利---欧洲---1356.84亿 (135,684,315,697)---0.1742%
2013---60---安哥拉---非洲---1323.39亿 (132,339,109,040)---0.1699%
2013---61---摩洛哥---非洲---1157.39亿 (115,739,287,305)---0.1486%
2013---62---波多黎各---美洲---1024.50亿 (102,450,000,000)---0.1316%
2013---63---斯洛伐克---欧洲---991.34亿 (99,134,277,850)---0.1273%
2013---64---厄瓜多尔---美洲---965.70亿 (96,570,334,000)---0.1240%
2013---65---阿曼---亚洲---899.36亿 (89,936,020,806)---0.1155%
2013---66---古巴---美洲---771.48亿 (77,148,000,000)---0.0991%
