2001---1---美国---美洲---10.58万亿 (10,581,929,000,000)---31.4507%
2001---2---日本---亚洲---4.37万亿 (4,374,711,694,090)---13.0022%
2001---3---德国---欧洲---1.97万亿 (1,966,381,496,641)---5.8443%
2001---4---英国---欧洲---1.65万亿 (1,649,827,263,567)---4.9035%
2001---5---法国---欧洲---1.37万亿 (1,370,376,677,298)---4.0729%
2001---6---中国---亚洲---1.34万亿 (1,339,400,897,105)---3.9809%
2001---7---意大利---欧洲---1.17万亿 (1,172,041,488,805)---3.4834%
2001---8---墨西哥---美洲---7960.65亿 (796,064,590,656)---2.3660%
2001---9---加拿大---美洲---7389.82亿 (738,981,792,355)---2.1963%
2001---10---西班牙---欧洲---6277.99亿 (627,798,682,378)---1.8659%
2001---11---巴西---美洲---5599.84亿 (559,983,634,798)---1.6643%
2001---12---韩国---亚洲---5476.56亿 (547,656,279,894)---1.6277%
2001---13---印度---亚洲---4854.40亿 (485,440,139,204)---1.4428%
2001---14---荷兰---欧洲---4325.36亿 (432,536,219,668)---1.2855%
2001---15---澳大利亚---大洋洲---3796.29亿 (379,629,301,675)---1.1283%
2001---16---俄罗斯---欧洲---3066.02亿 (306,602,070,620)---0.9113%
2001---17---瑞士---欧洲---2865.83亿 (286,582,672,434)---0.8518%
2001---18---阿根廷---美洲---2686.97亿 (268,696,750,000)---0.7986%
2001---19---瑞典---欧洲---2424.99亿 (242,499,249,692)---0.7207%
2001---20---比利时---欧洲---2367.46亿 (236,746,141,604)---0.7036%
2001---21---土耳其---欧洲---2017.53亿 (201,753,123,806)---0.5996%
2001---22---奥地利---欧洲---1964.77亿 (196,477,206,829)---0.5840%
2001---23---波兰---欧洲---1918.23亿 (191,823,200,371)---0.5701%
2001---24---沙特阿拉伯---亚洲---1841.38亿 (184,137,600,000)---0.5473%
2001---25---挪威---欧洲---1742.39亿 (174,239,354,070)---0.5179%
2001---26---香港---亚洲---1694.04亿 (169,404,327,616)---0.5035%
2001---27---丹麦---欧洲---1648.82亿 (164,881,594,415)---0.4900%
2001---28---印尼---亚洲---1604.47亿 (160,446,947,784)---0.4769%
2001---29---南非---非洲---1354.30亿 (135,429,905,922)---0.4025%
2001---30---以色列---亚洲---1346.21亿 (134,620,909,004)---0.4001%
2001---31---希腊---欧洲---1320.50亿 (132,050,474,720)---0.3925%
2001---32---芬兰---欧洲---1295.20亿 (129,519,672,868)---0.3849%
2001---33---伊朗---亚洲---1268.79亿 (126,878,750,295)---0.3771%
2001---34---委内瑞拉---美洲---1229.11亿 (122,911,036,746)---0.3653%
2001---35---葡萄牙---欧洲---1216.04亿 (121,604,107,164)---0.3614%
2001---36---泰国---亚洲---1202.96亿 (120,296,476,180)---0.3575%
2001---37---爱尔兰---欧洲---1093.47亿 (109,346,669,229)---0.3250%
2001---38---阿联酋---亚洲---1033.12亿 (103,311,640,571)---0.3071%
2001---39---哥伦比亚---美洲---982.01亿 (98,200,641,203)---0.2919%
2001---40---巴基斯坦---亚洲---971.46亿 (97,145,618,479)---0.2887%
2001---41---埃及---非洲---966.85亿 (96,684,636,118)---0.2874%
2001---42---马来西亚---亚洲---927.84亿 (92,783,947,368)---0.2758%
2001---43---新加坡---亚洲---897.94亿 (89,793,790,669)---0.2669%
2001---44---菲律宾---亚洲---789.21亿 (78,921,234,457)---0.2346%
2001---45---尼日利亚---非洲---735.58亿 (73,557,840,064)---0.2186%
2001---46---智利---美洲---715.75亿 (71,574,739,561)---0.2127%
2001---47---波多黎各---美洲---692.08亿 (69,208,400,000)---0.2057%
2001---48---捷克---欧洲---681.35亿 (68,135,304,463)---0.2025%
2001---49---阿尔及利亚---非洲---594.13亿 (59,413,400,923)---0.1766%
2001---50---孟加拉---亚洲---539.91亿 (53,991,289,844)---0.1605%
2001---51---新西兰---大洋洲---538.72亿 (53,872,425,916)---0.1601%
2001---52---匈牙利---欧洲---537.50亿 (53,749,989,092)---0.1598%
2001---53---秘鲁---美洲---520.30亿 (52,030,158,775)---0.1546%
2001---54---摩洛哥---非洲---438.31亿 (43,831,480,207)---0.1303%
2001---55---罗马尼亚---欧洲---403.95亿 (40,395,116,581)---0.1201%
2001---56---乌克兰---欧洲---393.10亿 (39,309,580,983)---0.1168%
2001---57---伊拉克---亚洲---361.76亿 (36,176,430,128)---0.1075%
2001---58---科威特---亚洲---348.90亿 (34,889,559,869)---0.1037%
2001---59---利比亚---非洲---341.12亿 (34,112,093,927)---0.1014%
2001---60---越南---亚洲---326.85亿 (32,685,198,808)---0.0971%
2001---61---古巴---美洲---316.82亿 (31,682,400,000)---0.0942%
2001---62---斯洛伐克---欧洲---307.27亿 (30,726,659,550)---0.0913%
2001---63---多米尼加---美洲---256.02亿 (25,601,823,687)---0.0761%
2001---64---厄瓜多尔---美洲---231.27亿 (23,127,055,000)---0.0687%
2001---65---克罗地亚---欧洲---230.67亿 (23,066,883,849)---0.0686%
2001---66---阿曼---亚洲---222.06亿 (22,205,721,716)---0.0660%
2001---67---哈萨克斯坦---亚洲---221.53亿 (22,152,689,179)---0.0658%
2001---68---突尼斯---非洲---220.66亿 (22,065,832,448)---0.0656%
2001---69---卢森堡---欧洲---213.88亿 (21,387,533,703)---0.0636%
2001---70---乌拉圭---美洲---208.99亿 (20,898,761,742)---0.0621%
2001---71---斯洛文尼亚---欧洲---206.69亿 (20,668,868,706)---0.0614%
2001---72---叙利亚---亚洲---202.37亿 (20,237,024,724)---0.0601%
2001---73---危地马拉---美洲---184.05亿 (18,405,220,247)---0.0547%
2001---74---黎巴嫩---亚洲---176.50亿 (17,649,751,243)---0.0525%
2001---75---卡塔尔---亚洲---175.38亿 (17,538,461,538)---0.0521%
2001---76---哥斯达黎加---美洲---159.76亿 (15,976,174,336)---0.0475%
2001---77---斯里兰卡---亚洲---157.50亿 (15,749,753,804)---0.0468%
2001---78---苏丹---非洲---157.16亿 (15,716,361,792)---0.0467%
2001---79---保加利亚---欧洲---141.83亿 (14,183,446,025)---0.0422%
2001---80---塞尔维亚---欧洲---135.99亿 (13,599,378,661)---0.0404%
2001---81---坦桑尼亚---非洲---135.64亿 (13,563,990,022)---0.0403%
2001---82---肯尼亚---非洲---129.86亿 (12,986,007,425)---0.0386%
2001---83---白俄罗斯---欧洲---123.55亿 (12,354,820,143)---0.0367%
2001---84---萨尔瓦多---美洲---122.83亿 (12,282,533,600)---0.0365%
2001---85---立陶宛---欧洲---122.61亿 (12,260,761,329)---0.0364%
2001---86---巴拿马---美洲---122.53亿 (12,252,906,300)---0.0364%
2001---87---乌兹别克斯坦---亚洲---114.01亿 (11,401,421,329)---0.0339%
2001---88---科特迪瓦---非洲---112.02亿 (11,202,353,584)---0.0333%
2001---89---喀麦隆---非洲---109.53亿 (10,953,485,349)---0.0326%
2001---90---塞浦路斯---欧洲---103.98亿 (10,397,898,907)---0.0309%
2001---91---也门---亚洲---98.53亿 (9,852,990,692)---0.0293%
2001---92---牙买加---美洲---91.95亿 (9,194,727,831)---0.0273%
2001---93---巴林---亚洲---89.76亿 (8,976,196,808)---0.0267%
2001---94---约旦---亚洲---89.76亿 (8,975,814,652)---0.0267%
2001---95---安哥拉---非洲---89.36亿 (8,936,079,117)---0.0266%
