2016---1---美国---美洲---18.80万亿 (18,804,913,000,000)---24.5167%
2016---2---中国---亚洲---11.23万亿 (11,233,313,730,348)---14.6453%
2016---3---日本---亚洲---5.00万亿 (5,003,677,627,544)---6.5235%
2016---4---德国---欧洲---3.54万亿 (3,537,784,107,980)---4.6123%
2016---5---英国---欧洲---2.69万亿 (2,689,106,566,899)---3.5059%
2016---6---法国---欧洲---2.47万亿 (2,470,407,619,777)---3.2208%
2016---7---印度---亚洲---2.29万亿 (2,294,796,885,663)---2.9918%
2016---8---意大利---欧洲---1.89万亿 (1,887,111,188,176)---2.4603%
2016---9---巴西---美洲---1.80万亿 (1,795,693,482,652)---2.3411%
2016---10---加拿大---美洲---1.53万亿 (1,527,994,741,907)---1.9921%
2016---11---韩国---亚洲---1.50万亿 (1,499,679,823,909)---1.9552%
2016---12---俄罗斯---欧洲---1.28万亿 (1,276,786,350,881)---1.6646%
2016---13---西班牙---欧洲---1.24万亿 (1,243,015,667,917)---1.6206%
2016---14---澳大利亚---大洋洲---1.21万亿 (1,206,836,962,281)---1.5734%
2016---15---墨西哥---美洲---1.11万亿 (1,112,233,497,452)---1.4501%
2016---16---印尼---亚洲---9318.77亿 (931,877,364,034)---1.2149%
2016---17---土耳其---欧洲---8696.83亿 (869,682,881,593)---1.1338%
2016---18---荷兰---欧洲---7971.64亿 (797,163,949,289)---1.0393%
2016---19---瑞士---欧洲---6878.95亿 (687,895,460,902)---0.8968%
2016---20---沙特阿拉伯---亚洲---6660.00亿 (666,000,000,000)---0.8683%
2016---21---阿根廷---美洲---5575.32亿 (557,532,320,662)---0.7269%
2016---22---瑞典---欧洲---5142.18亿 (514,218,206,628)---0.6704%
2016---23---比利时---欧洲---4742.72亿 (474,271,566,739)---0.6183%
2016---24---波兰---欧洲---4732.60亿 (473,259,583,969)---0.6170%
2016---25---伊朗---亚洲---4590.43亿 (459,042,684,192)---0.5985%
2016---26---泰国---亚洲---4133.66亿 (413,366,349,747)---0.5389%
2016---27---尼日利亚---非洲---4046.49亿 (404,649,125,252)---0.5276%
2016---28---奥地利---欧洲---3936.87亿 (393,687,359,770)---0.5133%
2016---29---挪威---欧洲---3709.57亿 (370,956,547,619)---0.4836%
2016---30---阿联酋---亚洲---3692.55亿 (369,255,326,235)---0.4814%
2016---31---埃及---非洲---3324.42亿 (332,441,717,791)---0.4334%
2016---32---南非---非洲---3235.86亿 (323,585,509,674)---0.4219%
2016---33---以色列---亚洲---3209.59亿 (320,958,936,788)---0.4184%
2016---34---香港---亚洲---3208.60亿 (320,860,317,562)---0.4183%
2016---35---新加坡---亚洲---3190.54亿 (319,053,943,915)---0.4160%
2016---36---菲律宾---亚洲---3186.27亿 (318,627,003,012)---0.4154%
2016---37---巴基斯坦---亚洲---3136.30亿 (313,630,000,130)---0.4089%
2016---38---丹麦---欧洲---3121.82亿 (312,181,849,372)---0.4070%
2016---39---爱尔兰---欧洲---3057.33亿 (305,733,136,180)---0.3986%
2016---40---马来西亚---亚洲---3012.56亿 (301,256,033,870)---0.3928%
2016---41---哥伦比亚---美洲---2827.20亿 (282,720,100,286)---0.3686%
2016---42---孟加拉---亚洲---2652.25亿 (265,224,515,675)---0.3458%
2016---43---智利---美洲---2493.45亿 (249,344,863,933)---0.3251%
2016---44---芬兰---欧洲---2387.78亿 (238,777,818,792)---0.3113%
2016---45---葡萄牙---欧洲---2063.05亿 (206,305,431,241)---0.2690%
2016---46---越南---亚洲---2052.76亿 (205,276,172,134)---0.2676%
2016---47---捷克---欧洲---1981.61亿 (198,160,659,303)---0.2583%
2016---48---希腊---欧洲---1930.97亿 (193,097,239,005)---0.2517%
2016---49---秘鲁---美洲---1918.98亿 (191,898,104,390)---0.2502%
2016---50---新西兰---大洋洲---1888.98亿 (188,898,209,220)---0.2463%
2016---51---罗马尼亚---欧洲---1852.91亿 (185,290,759,248)---0.2416%
2016---52---阿尔及利亚---非洲---1807.64亿 (180,763,839,522)---0.2357%
2016---53---伊拉克---亚洲---1667.44亿 (166,743,557,747)---0.2174%
2016---54---卡塔尔---亚洲---1517.32亿 (151,732,181,868)---0.1978%
2016---55---哈萨克斯坦---亚洲---1372.78亿 (137,278,320,084)---0.1790%
2016---56---匈牙利---欧洲---1286.10亿 (128,609,822,750)---0.1677%
2016---57---摩洛哥---非洲---1115.73亿 (111,572,947,004)---0.1455%
2016---58---科威特---亚洲---1094.07亿 (109,406,674,087)---0.1426%
2016---59---波多黎各---美洲---1043.37亿 (104,336,700,000)---0.1360%
2016---60---苏丹---非洲---1029.44亿 (102,943,509,633)---0.1342%
2016---61---安哥拉---非洲---1011.24亿 (101,123,851,090)---0.1318%
2016---62---厄瓜多尔---美洲---976.71亿 (97,671,433,000)---0.1273%
2016---63---乌克兰---欧洲---933.56亿 (93,355,869,403)---0.1217%
2016---64---古巴---美洲---913.70亿 (91,370,407,863)---0.1191%
2016---65---斯洛伐克---欧洲---903.47亿 (90,347,173,228)---0.1178%
2016---66---斯里兰卡---亚洲---880.12亿 (88,012,282,205)---0.1147%
2016---67---乌兹别克斯坦---亚洲---861.38亿 (86,138,288,644)---0.1123%
2016---68---多米尼加---美洲---757.05亿 (75,704,647,877)---0.0987%
2016---69---阿曼---亚洲---751.29亿 (75,128,738,621)---0.0979%
2016---70---肯尼亚---非洲---748.15亿 (74,815,144,163)---0.0975%
2016---71---埃塞俄比亚---非洲---742.97亿 (74,296,745,207)---0.0969%
2016---72---危地马拉---美洲---660.53亿 (66,053,403,469)---0.0861%
2016---73---缅甸---亚洲---632.98亿 (63,298,361,996)---0.0825%
2016---74---卢森堡---欧洲---622.17亿 (62,216,885,435)---0.0811%
2016---75---巴拿马---美洲---597.61亿 (59,760,858,700)---0.0779%
2016---76---哥斯达黎加---美洲---588.47亿 (58,847,019,609)---0.0767%
2016---77---乌拉圭---美洲---574.81亿 (57,480,788,390)---0.0749%
2016---78---加纳---非洲---561.65亿 (56,164,929,304)---0.0732%
2016---79---保加利亚---欧洲---539.64亿 (53,964,253,211)---0.0704%
2016---80---克罗地亚---欧洲---526.55亿 (52,654,855,638)---0.0686%
