2017---1---美国---美洲---19.61万亿 (19,612,102,000,000)---24.0015%
2017---2---中国---亚洲---12.31万亿 (12,310,491,333,980)---15.0657%
2017---3---日本---亚洲---4.93万亿 (4,930,837,369,151)---6.0344%
2017---4---德国---欧洲---3.76万亿 (3,763,092,263,752)---4.6053%
2017---5---英国---欧洲---2.68万亿 (2,680,148,052,335)---3.2800%
2017---6---印度---亚洲---2.65万亿 (2,651,474,262,755)---3.2449%
2017---7---法国---欧洲---2.59万亿 (2,588,868,323,334)---3.1683%
2017---8---巴西---美洲---2.06万亿 (2,063,514,977,334)---2.5253%
2017---9---意大利---欧洲---1.97万亿 (1,970,720,904,584)---2.4118%
2017---10---加拿大---美洲---1.65万亿 (1,649,265,644,244)---2.0184%
2017---11---韩国---亚洲---1.62万亿 (1,623,074,183,501)---1.9863%
2017---12---俄罗斯---欧洲---1.57万亿 (1,574,199,360,089)---1.9265%
2017---13---澳大利亚---大洋洲---1.33万亿 (1,325,582,658,156)---1.6223%
2017---14---西班牙---欧洲---1.32万亿 (1,321,754,088,818)---1.6176%
2017---15---墨西哥---美洲---1.19万亿 (1,190,721,475,906)---1.4572%
2017---16---印尼---亚洲---1.02万亿 (1,015,618,744,168)---1.2429%
2017---17---土耳其---欧洲---8589.88亿 (858,988,492,853)---1.0512%
2017---18---荷兰---欧洲---8482.34亿 (848,233,537,845)---1.0381%
2017---19---沙特阿拉伯---亚洲---7149.95亿 (714,994,666,666)---0.8750%
2017---20---瑞士---欧洲---6952.01亿 (695,200,833,086)---0.8508%
2017---21---阿根廷---美洲---6436.28亿 (643,628,393,281)---0.7877%
2017---22---瑞典---欧洲---5360.84亿 (536,083,940,228)---0.6561%
2017---23---波兰---欧洲---5283.57亿 (528,356,676,667)---0.6466%
2017---24---比利时---欧洲---5009.09亿 (500,908,767,351)---0.6130%
2017---25---伊朗---亚洲---4891.69亿 (489,168,731,811)---0.5986%
2017---26---泰国---亚洲---4563.57亿 (456,356,813,536)---0.5585%
2017---27---奥地利---欧洲---4149.26亿 (414,926,138,132)---0.5078%
2017---28---挪威---欧洲---4017.45亿 (401,745,275,035)---0.4917%
2017---29---阿联酋---亚洲---3905.17亿 (390,516,804,016)---0.4779%
2017---30---南非---非洲---3814.49亿 (381,448,814,653)---0.4668%
2017---31---尼日利亚---非洲---3757.46亿 (375,745,731,053)---0.4598%
2017---32---以色列---亚洲---3572.27亿 (357,227,098,125)---0.4372%
2017---33---爱尔兰---欧洲---3485.32亿 (348,532,394,023)---0.4265%
2017---34---新加坡---亚洲---3432.57亿 (343,257,164,581)---0.4201%
2017---35---香港---亚洲---3412.73亿 (341,273,289,534)---0.4177%
2017---36---巴基斯坦---亚洲---3392.06亿 (339,205,534,861)---0.4151%
2017---37---丹麦---欧洲---3316.11亿 (331,610,593,961)---0.4058%
2017---38---菲律宾---亚洲---3284.81亿 (328,480,736,798)---0.4020%
2017---39---马来西亚---亚洲---3191.09亿 (319,109,094,160)---0.3905%
2017---40---哥伦比亚---美洲---3118.67亿 (311,866,875,156)---0.3817%
2017---41---孟加拉---亚洲---2937.32亿 (293,732,446,624)---0.3595%
2017---42---智利---美洲---2761.54亿 (276,154,259,987)---0.3380%
2017---43---芬兰---欧洲---2538.46亿 (253,846,138,440)---0.3107%
2017---44---埃及---非洲---2483.63亿 (248,362,771,739)---0.3039%
2017---45---越南---亚洲---2237.80亿 (223,779,865,815)---0.2739%
2017---46---捷克---欧洲---2215.64亿 (221,563,575,696)---0.2712%
2017---47---葡萄牙---欧洲---2208.63亿 (220,862,990,767)---0.2703%
2017---48---秘鲁---美洲---2110.08亿 (211,007,984,080)---0.2582%
2017---49---罗马尼亚---欧洲---2101.47亿 (210,147,385,855)---0.2572%
2017---50---新西兰---大洋洲---2065.67亿 (206,566,916,732)---0.2528%
2017---51---希腊---欧洲---2003.81亿 (200,381,103,984)---0.2452%
2017---52---阿尔及利亚---非洲---1898.81亿 (189,880,896,903)---0.2324%
2017---53---伊拉克---亚洲---1872.18亿 (187,217,660,050)---0.2291%
2017---54---哈萨克斯坦---亚洲---1668.06亿 (166,805,788,827)---0.2041%
2017---55---卡塔尔---亚洲---1610.99亿 (161,099,122,225)---0.1972%
2017---56---匈牙利---欧洲---1431.12亿 (143,112,196,040)---0.1751%
2017---57---苏丹---非洲---1297.19亿 (129,718,581,297)---0.1588%
2017---58---安哥拉---非洲---1221.24亿 (122,123,822,333)---0.1495%
2017---59---科威特---亚洲---1206.88亿 (120,687,539,675)---0.1477%
2017---60---摩洛哥---非洲---1185.41亿 (118,540,573,367)---0.1451%
2017---61---乌克兰---欧洲---1120.91亿 (112,090,505,081)---0.1372%
2017---62---厄瓜多尔---美洲---1044.67亿 (104,467,486,000)---0.1278%
2017---63---波多黎各---美洲---1034.46亿 (103,445,500,000)---0.1266%
2017---64---古巴---美洲---968.51亿 (96,850,649,691)---0.1185%
2017---65---斯洛伐克---欧洲---959.78亿 (95,978,130,734)---0.1175%
2017---66---斯里兰卡---亚洲---943.76亿 (94,376,237,797)---0.1155%
2017---67---肯尼亚---非洲---820.37亿 (82,036,510,877)---0.1004%
2017---68---埃塞俄比亚---非洲---817.71亿 (81,770,886,825)---0.1001%
2017---69---阿曼---亚洲---808.57亿 (80,856,697,009)---0.0990%
2017---70---多米尼加---美洲---799.98亿 (79,998,046,305)---0.0979%
2017---71---危地马拉---美洲---716.54亿 (71,653,754,066)---0.0877%
2017---72---乌兹别克斯坦---亚洲---697.03亿 (69,703,222,282)---0.0853%
2017---73---缅甸---亚洲---660.53亿 (66,053,040,483)---0.0808%
2017---74---卢森堡---欧洲---657.12亿 (65,712,180,342)---0.0804%
2017---75---乌拉圭---美洲---650.06亿 (65,006,039,994)---0.0796%
2017---76---巴拿马---美洲---643.28亿 (64,327,688,800)---0.0787%
2017---77---哥斯达黎加---美洲---605.16亿 (60,516,044,656)---0.0741%
2017---78---加纳---非洲---604.06亿 (60,405,924,078)---0.0739%
2017---79---保加利亚---欧洲---593.10亿 (59,309,748,166)---0.0726%
