1998---1---美国---美洲---9.06万亿 (9,062,817,000,000)---28.5869%
1998---2---日本---亚洲---4.10万亿 (4,098,362,709,531)---12.9275%
1998---3---德国---欧洲---2.25万亿 (2,247,760,364,565)---7.0901%
1998---4---英国---欧洲---1.65万亿 (1,653,694,932,096)---5.2163%
1998---5---法国---欧洲---1.50万亿 (1,496,906,382,032)---4.7217%
1998---6---意大利---欧洲---1.27万亿 (1,272,729,786,996)---4.0146%
1998---7---中国---亚洲---1.03万亿 (1,029,060,747,620)---3.2460%
1998---8---巴西---美洲---8637.11亿 (863,710,759,256)---2.7244%
1998---9---加拿大---美洲---6340.00亿 (634,000,000,000)---1.9998%
1998---10---西班牙---欧洲---6187.31亿 (618,731,484,575)---1.9517%
1998---11---墨西哥---美洲---5574.61亿 (557,461,102,630)---1.7584%
1998---12---荷兰---欧洲---4386.13亿 (438,612,530,548)---1.3835%
1998---13---印度---亚洲---4213.51亿 (421,351,317,224)---1.3291%
1998---14---澳大利亚---大洋洲---3996.74亿 (399,674,421,759)---1.2607%
1998---15---韩国---亚洲---3833.32亿 (383,331,833,681)---1.2091%
1998---16---瑞士---欧洲---3034.59亿 (303,459,014,346)---0.9572%
1998---17---阿根廷---美洲---2989.48亿 (298,948,250,000)---0.9430%
1998---18---土耳其---欧洲---2759.42亿 (275,941,990,764)---0.8704%
1998---19---俄罗斯---欧洲---2709.55亿 (270,955,486,862)---0.8547%
1998---20---瑞典---欧洲---2708.90亿 (270,889,570,937)---0.8545%
1998---21---比利时---欧洲---2585.28亿 (258,528,339,631)---0.8155%
1998---22---奥地利---欧洲---2170.68亿 (217,068,085,815)---0.6847%
1998---23---缅甸---亚洲---2140.66亿 (214,066,045,824)---0.6752%
1998---24---丹麦---欧洲---1768.77亿 (176,877,077,513)---0.5579%
1998---25---波兰---欧洲---1752.82亿 (175,282,269,666)---0.5529%
1998---26---香港---亚洲---1688.85亿 (168,885,443,660)---0.5327%
1998---27---挪威---欧洲---1542.30亿 (154,230,295,158)---0.4865%
1998---28---南非---非洲---1529.83亿 (152,982,984,557)---0.4826%
1998---29---沙特阿拉伯---亚洲---1467.75亿 (146,775,466,666)---0.4630%
1998---30---希腊---欧洲---1396.13亿 (139,612,812,175)---0.4404%
1998---31---芬兰---欧洲---1339.91亿 (133,990,876,724)---0.4226%
1998---32---葡萄牙---欧洲---1239.46亿 (123,946,327,916)---0.3910%
1998---33---以色列---亚洲---1203.58亿 (120,358,023,999)---0.3796%
1998---34---泰国---亚洲---1136.76亿 (113,675,596,787)---0.3586%
1998---35---伊朗---亚洲---1102.77亿 (110,276,913,362)---0.3478%
1998---36---哥伦比亚---美洲---984.86亿 (98,486,358,581)---0.3107%
1998---37---印尼---亚洲---954.46亿 (95,445,547,872)---0.3011%
1998---38---委内瑞拉---美洲---913.37亿 (91,336,763,255)---0.2881%
1998---39---爱尔兰---欧洲---901.99亿 (90,199,410,115)---0.2845%
1998---40---新加坡---亚洲---857.28亿 (85,728,207,781)---0.2704%
1998---41---埃及---非洲---848.29亿 (84,828,807,556)---0.2676%
1998---42---智利---美洲---819.90亿 (81,990,010,703)---0.2586%
1998---43---阿联酋---亚洲---756.74亿 (75,674,336,283)---0.2387%
1998---44---菲律宾---亚洲---744.92亿 (74,492,416,329)---0.2350%
1998---45---马来西亚---亚洲---721.67亿 (72,167,498,980)---0.2276%
1998---46---捷克---欧洲---671.87亿 (67,187,217,327)---0.2119%
1998---47---巴基斯坦---亚洲---621.92亿 (62,191,955,814)---0.1962%
1998---48---新西兰---大洋洲---562.27亿 (56,227,169,851)---0.1774%
1998---49---秘鲁---美洲---555.01亿 (55,501,467,877)---0.1751%
1998---50---波多黎各---美洲---540.86亿 (54,086,400,000)---0.1706%
1998---51---孟加拉---亚洲---499.85亿 (49,984,559,471)---0.1577%
1998---52---匈牙利---欧洲---487.07亿 (48,706,787,306)---0.1536%
1998---53---阿尔及利亚---非洲---481.88亿 (48,187,781,984)---0.1520%
1998---54---摩洛哥---非洲---464.98亿 (46,497,608,724)---0.1467%
1998---55---乌克兰---欧洲---418.83亿 (41,882,523,345)---0.1321%
1998---56---罗马尼亚---欧洲---416.96亿 (41,696,091,973)---0.1315%
1998---57---尼日利亚---非洲---320.05亿 (32,004,613,750)---0.1010%
1998---58---斯洛伐克---欧洲---299.76亿 (29,976,207,629)---0.0946%
1998---59---厄瓜多尔---美洲---279.82亿 (27,981,896,948)---0.0883%
1998---60---利比亚---非洲---272.51亿 (27,251,301,398)---0.0860%
1998---61---越南---亚洲---272.10亿 (27,209,602,050)---0.0858%
1998---62---科威特---亚洲---259.44亿 (25,943,705,784)---0.0818%
1998---63---克罗地亚---欧洲---258.90亿 (25,890,228,429)---0.0817%
1998---64---古巴---美洲---257.36亿 (25,736,331,200)---0.0812%
1998---65---乌拉圭---美洲---253.86亿 (25,385,886,977)---0.0801%
1998---66---哈萨克斯坦---亚洲---221.35亿 (22,135,245,507)---0.0698%
1998---67---斯洛文尼亚---欧洲---220.59亿 (22,058,635,314)---0.0696%
1998---68---突尼斯---非洲---218.03亿 (21,802,893,587)---0.0688%
1998---69---多米尼加---美洲---216.72亿 (21,672,215,546)---0.0684%
