2007---1---美国---美洲---14.47万亿 (14,474,228,000,000)---24.7892%
2007---2---日本---亚洲---4.58万亿 (4,579,750,920,354)---7.8435%
2007---3---中国---亚洲---3.55万亿 (3,550,327,802,998)---6.0805%
2007---4---德国---欧洲---3.48万亿 (3,484,056,680,854)---5.9670%
2007---5---英国---欧洲---3.09万亿 (3,090,510,204,081)---5.2929%
2007---6---法国---欧洲---2.66万亿 (2,655,816,911,866)---4.5485%
2007---7---意大利---欧洲---2.22万亿 (2,222,524,108,127)---3.8064%
2007---8---西班牙---欧洲---1.48万亿 (1,476,746,276,854)---2.5291%
2007---9---加拿大---美洲---1.47万亿 (1,468,820,407,783)---2.5156%
2007---10---巴西---美洲---1.40万亿 (1,397,114,486,471)---2.3928%
2007---11---俄罗斯---欧洲---1.30万亿 (1,299,703,478,481)---2.2259%
2007---12---印度---亚洲---1.22万亿 (1,216,736,438,834)---2.0838%
2007---13---韩国---亚洲---1.17万亿 (1,172,614,086,539)---2.0083%
2007---14---墨西哥---美洲---1.10万亿 (1,102,355,554,971)---1.8879%
2007---15---澳大利亚---大洋洲---8550.07亿 (855,007,458,585)---1.4643%
2007---16---荷兰---欧洲---8534.99亿 (853,499,460,872)---1.4617%
2007---17---土耳其---欧洲---6813.21亿 (681,321,124,295)---1.1669%
2007---18---瑞士---欧洲---4907.41亿 (490,740,715,594)---0.8405%
2007---19---瑞典---欧洲---4900.50亿 (490,050,156,832)---0.8393%
2007---20---比利时---欧洲---4709.22亿 (470,922,156,309)---0.8065%
2007---21---印尼---亚洲---4322.17亿 (432,216,737,774)---0.7402%
2007---22---波兰---欧洲---4297.15亿 (429,715,132,137)---0.7359%
2007---23---沙特阿拉伯---亚洲---4159.65亿 (415,964,509,673)---0.7124%
2007---24---挪威---欧洲---4026.43亿 (402,643,260,487)---0.6896%
2007---25---奥地利---欧洲---3867.60亿 (386,760,177,589)---0.6624%
2007---26---伊朗---亚洲---3497.37亿 (349,736,591,836)---0.5990%
2007---27---南非---非洲---3330.77亿 (333,077,117,253)---0.5704%
2007---28---丹麦---欧洲---3202.13亿 (320,213,157,595)---0.5484%
2007---29---希腊---欧洲---3142.27亿 (314,226,996,944)---0.5382%
2007---30---阿根廷---美洲---2875.31亿 (287,530,508,430)---0.4924%
2007---31---尼日利亚---非洲---2782.61亿 (278,260,846,800)---0.4766%
2007---32---爱尔兰---欧洲---2700.79亿 (270,079,279,419)---0.4625%
2007---33---泰国---亚洲---2629.43亿 (262,942,621,455)---0.4503%
2007---34---阿联酋---亚洲---2579.16亿 (257,916,133,424)---0.4417%
2007---35---芬兰---欧洲---2563.60亿 (256,360,251,537)---0.4391%
2007---36---葡萄牙---欧洲---2404.96亿 (240,496,147,317)---0.4119%
2007---37---委内瑞拉---美洲---2303.64亿 (230,364,012,575)---0.3945%
2007---38---香港---亚洲---2115.97亿 (211,596,944,503)---0.3624%
2007---39---哥伦比亚---美洲---2062.30亿 (206,229,540,926)---0.3532%
2007---40---马来西亚---亚洲---1935.50亿 (193,549,569,477)---0.3315%
2007---41---捷克---欧洲---1900.41亿 (190,040,702,286)---0.3255%
2007---42---巴基斯坦---亚洲---1841.41亿 (184,140,869,997)---0.3154%
2007---43---以色列---亚洲---1840.69亿 (184,068,518,293)---0.3152%
2007---44---新加坡---亚洲---1809.42亿 (180,941,701,357)---0.3099%
2007---45---罗马尼亚---欧洲---1745.89亿 (174,588,782,938)---0.2990%
2007---46---智利---美洲---1724.91亿 (172,491,076,033)---0.2954%
2007---47---菲律宾---亚洲---1559.80亿 (155,980,408,673)---0.2671%
2007---48---乌克兰---欧洲---1487.34亿 (148,733,861,386)---0.2547%
2007---49---阿尔及利亚---非洲---1424.83亿 (142,482,739,809)---0.2440%
2007---50---匈牙利---欧洲---1401.87亿 (140,186,716,681)---0.2401%
2007---51---新西兰---大洋洲---1371.89亿 (137,188,946,865)---0.2350%
2007---52---埃及---非洲---1304.38亿 (130,437,828,371)---0.2234%
2007---53---科威特---亚洲---1146.34亿 (114,634,043,361)---0.1963%
2007---54---哈萨克斯坦---亚洲---1048.50亿 (104,849,915,058)---0.1796%
2007---55---秘鲁---美洲---1021.71亿 (102,170,981,144)---0.1750%
2007---56---波多黎各---美洲---895.24亿 (89,524,131,600)---0.1533%
2007---57---伊拉克---亚洲---888.37亿 (88,837,057,319)---0.1521%
2007---58---摩洛哥---非洲---869.48亿 (86,947,913,286)---0.1489%
2007---59---斯洛伐克---欧洲---865.88亿 (86,587,749,517)---0.1483%
2007---60---卡塔尔---亚洲---797.12亿 (79,712,087,912)---0.1365%
2007---61---孟加拉---亚洲---796.12亿 (79,611,644,974)---0.1363%
2007---62---越南---亚洲---774.14亿 (77,414,425,532)---0.1326%
2007---63---利比亚---非洲---680.33亿 (68,032,978,390)---0.1165%
2007---64---安哥拉---非洲---652.66亿 (65,266,415,494)---0.1118%
2007---65---克罗地亚---欧洲---592.98亿 (59,298,265,769)---0.1016%
2007---66---古巴---美洲---542.63亿 (54,262,870,370)---0.0929%
2007---67---卢森堡---欧洲---515.87亿 (51,587,401,415)---0.0884%
2007---68---厄瓜多尔---美洲---498.49亿 (49,848,725,000)---0.0854%
2007---69---阿曼---亚洲---483.00亿 (48,300,390,117)---0.0827%
2007---70---斯洛文尼亚---欧洲---478.80亿 (47,880,266,542)---0.0820%
2007---71---苏丹---非洲---458.99亿 (45,898,948,564)---0.0786%
2007---72---白俄罗斯---欧洲---452.76亿 (45,275,711,995)---0.0775%
2007---73---塞尔维亚---欧洲---448.88亿 (44,888,028,946)---0.0769%
2007---74---保加利亚---欧洲---444.33亿 (44,432,811,756)---0.0761%
2007---75---多米尼加---美洲---439.65亿 (43,965,458,508)---0.0753%
2007---76---叙利亚---亚洲---404.65亿 (40,465,318,382)---0.0693%
2007---77---立陶宛---欧洲---397.29亿 (39,729,151,614)---0.0680%
