2010---1---美国---美洲---15.05万亿 (15,048,971,000,000)---22.5928%
2010---2---中国---亚洲---6.09万亿 (6,087,191,746,679)---9.1386%
2010---3---日本---亚洲---5.76万亿 (5,759,071,769,013)---8.6460%
2010---4---德国---欧洲---3.47万亿 (3,468,154,343,000)---5.2067%
2010---5---法国---欧洲---2.65万亿 (2,646,230,027,988)---3.9727%
2010---6---英国---欧洲---2.49万亿 (2,485,482,596,184)---3.7314%
2010---7---巴西---美洲---2.21万亿 (2,208,837,745,214)---3.3161%
2010---8---意大利---欧洲---2.14万亿 (2,144,936,254,535)---3.2202%
2010---9---印度---亚洲---1.68万亿 (1,675,615,519,484)---2.5156%
2010---10---加拿大---美洲---1.62万亿 (1,617,343,367,486)---2.4281%
2010---11---俄罗斯---欧洲---1.52万亿 (1,524,916,715,223)---2.2893%
2010---12---西班牙---欧洲---1.43万亿 (1,427,989,078,916)---2.1438%
2010---13---澳大利亚---大洋洲---1.15万亿 (1,148,838,233,480)---1.7247%
2010---14---韩国---亚洲---1.14万亿 (1,143,672,241,149)---1.7170%
2010---15---墨西哥---美洲---1.11万亿 (1,105,424,238,731)---1.6596%
2010---16---荷兰---欧洲---8524.65亿 (852,464,982,433)---1.2798%
2010---17---土耳其---欧洲---7769.67亿 (776,967,266,305)---1.1664%
2010---18---印尼---亚洲---7550.94亿 (755,094,157,594)---1.1336%
2010---19---瑞士---欧洲---5988.51亿 (598,851,028,906)---0.8990%
2010---20---沙特阿拉伯---亚洲---5282.07亿 (528,207,200,000)---0.7930%
2010---21---瑞典---欧洲---4927.53亿 (492,753,255,885)---0.7398%
2010---22---伊朗---亚洲---4870.70亿 (487,069,570,461)---0.7312%
2010---23---比利时---欧洲---4815.57亿 (481,556,503,720)---0.7230%
2010---24---波兰---欧洲---4781.12亿 (478,111,630,683)---0.7178%
2010---25---挪威---欧洲---4310.52亿 (431,052,143,940)---0.6471%
2010---26---阿根廷---美洲---4236.27亿 (423,627,422,092)---0.6360%
2010---27---南非---非洲---4173.64亿 (417,363,822,801)---0.6266%
2010---28---委内瑞拉---美洲---3931.92亿 (393,192,354,510)---0.5903%
2010---29---奥地利---欧洲---3898.28亿 (389,827,789,217)---0.5852%
2010---30---尼日利亚---非洲---3669.90亿 (366,990,417,129)---0.5510%
2010---31---泰国---亚洲---3411.05亿 (341,104,766,329)---0.5121%
2010---32---丹麦---欧洲---3223.46亿 (322,345,594,075)---0.4839%
2010---33---阿联酋---亚洲---3001.89亿 (300,189,052,694)---0.4507%
2010---34---希腊---欧洲---2964.18亿 (296,417,644,404)---0.4450%
