2000---1---美国---美洲---10.25万亿 (10,250,952,000,000)---30.2782%
2000---2---日本---亚洲---4.97万亿 (4,968,359,075,956)---14.6750%
2000---3---德国---欧洲---1.97万亿 (1,966,980,701,145)---5.8099%
2000---4---英国---欧洲---1.67万亿 (1,665,534,876,683)---4.9195%
2000---5---法国---欧洲---1.36万亿 (1,360,959,069,477)---4.0199%
2000---6---中国---亚洲---1.21万亿 (1,211,331,651,866)---3.5779%
2000---7---意大利---欧洲---1.15万亿 (1,149,661,363,439)---3.3958%
2000---8---加拿大---美洲---7447.73亿 (744,773,415,931)---2.1998%
2000---9---墨西哥---美洲---7420.61亿 (742,061,329,643)---2.1918%
2000---10---巴西---美洲---6554.48亿 (655,448,231,983)---1.9360%
2000---11---西班牙---欧洲---5981.03亿 (598,102,854,756)---1.7666%
2000---12---韩国---亚洲---5761.79亿 (576,179,387,819)---1.7019%
2000---13---印度---亚洲---4683.96亿 (468,395,521,654)---1.3835%
2000---14---荷兰---欧洲---4176.49亿 (417,649,282,153)---1.2336%
2000---15---澳大利亚---大洋洲---4161.68亿 (416,167,815,092)---1.2292%
2000---16---阿根廷---美洲---2842.04亿 (284,203,750,000)---0.8395%
2000---17---瑞士---欧洲---2792.16亿 (279,216,033,870)---0.8247%
2000---18---土耳其---欧洲---2742.95亿 (274,294,623,164)---0.8102%
2000---19---瑞典---欧洲---2629.05亿 (262,905,197,441)---0.7765%
2000---20---俄罗斯---欧洲---2597.10亿 (259,710,142,196)---0.7671%
2000---21---比利时---欧洲---2367.92亿 (236,792,460,312)---0.6994%
2000---22---奥地利---欧洲---1961.82亿 (196,181,599,831)---0.5795%
2000---23---沙特阿拉伯---亚洲---1895.15亿 (189,514,933,333)---0.5598%
2000---24---波兰---欧洲---1729.54亿 (172,953,527,033)---0.5109%
2000---25---香港---亚洲---1716.69亿 (171,668,891,194)---0.5071%
2000---26---挪威---欧洲---1714.57亿 (171,457,201,935)---0.5064%
2000---27---印尼---亚洲---1650.21亿 (165,021,012,077)---0.4874%
2000---28---丹麦---欧洲---1640.44亿 (164,043,817,223)---0.4845%
2000---29---南非---非洲---1517.53亿 (151,752,757,215)---0.4482%
2000---30---以色列---亚洲---1362.25亿 (136,225,025,139)---0.4024%
2000---31---泰国---亚洲---1263.92亿 (126,392,224,253)---0.3733%
2000---32---芬兰---欧洲---1259.68亿 (125,967,821,110)---0.3721%
2000---33---希腊---欧洲---1257.60亿 (125,760,166,224)---0.3715%
2000---34---葡萄牙---欧洲---1186.05亿 (118,605,192,877)---0.3503%
2000---35---委内瑞拉---美洲---1171.46亿 (117,146,466,002)---0.3460%
2000---36---伊朗---亚洲---1095.92亿 (109,591,707,801)---0.3237%
2000---37---阿联酋---亚洲---1043.37亿 (104,337,372,362)---0.3082%
2000---38---爱尔兰---欧洲---1002.08亿 (100,207,610,429)---0.2960%
2000---39---哥伦比亚---美洲---998.75亿 (99,875,074,951)---0.2950%
2000---40---埃及---非洲---998.39亿 (99,838,543,960)---0.2949%
2000---41---巴基斯坦---亚洲---994.85亿 (99,484,802,344)---0.2938%
2000---42---新加坡---亚洲---960.77亿 (96,076,539,925)---0.2838%
2000---43---马来西亚---亚洲---937.90亿 (93,789,736,842)---0.2770%
2000---44---菲律宾---亚洲---836.70亿 (83,669,788,254)---0.2471%
2000---45---智利---美洲---783.40亿 (78,339,750,721)---0.2314%
2000---46---尼日利亚---非洲---691.71亿 (69,171,451,627)---0.2043%
2000---47---捷克---欧洲---621.76亿 (62,175,642,238)---0.1836%
2000---48---波多黎各---美洲---617.02亿 (61,701,800,000)---0.1822%
2000---49---阿尔及利亚---非洲---547.90亿 (54,790,398,570)---0.1618%
2000---50---孟加拉---亚洲---533.70亿 (53,369,787,318)---0.1576%
2000---51---新西兰---大洋洲---526.23亿 (52,623,281,956)---0.1554%
2000---52---秘鲁---美洲---517.45亿 (51,744,749,133)---0.1528%
2000---53---伊拉克---亚洲---483.64亿 (48,364,250,943)---0.1429%
2000---54---匈牙利---欧洲---472.18亿 (47,218,405,892)---0.1395%
2000---55---摩洛哥---非洲---430.17亿 (43,017,455,401)---0.1271%
2000---56---利比亚---非洲---382.71亿 (38,270,954,138)---0.1130%
2000---57---科威特---亚洲---377.19亿 (37,718,743,480)---0.1114%
