2003---1---美国---美洲---11.46万亿 (11,456,450,000,000)---29.2392%
2003---2---日本---亚洲---4.52万亿 (4,519,561,645,253)---11.5349%
2003---3---德国---欧洲---2.53万亿 (2,534,715,518,349)---6.4691%
2003---4---英国---欧洲---2.05万亿 (2,054,422,857,142)---5.2433%
2003---5---法国---欧洲---1.84万亿 (1,835,095,983,049)---4.6835%
2003---6---中国---亚洲---1.66万亿 (1,660,280,543,846)---4.2374%
2003---7---意大利---欧洲---1.58万亿 (1,582,930,016,538)---4.0400%
2003---8---西班牙---欧洲---9079.63亿 (907,963,217,057)---2.3173%
2003---9---加拿大---美洲---8955.41亿 (895,540,646,634)---2.2856%
2003---10---墨西哥---美洲---7655.50亿 (765,549,967,703)---1.9538%
2003---11---韩国---亚洲---7027.15亿 (702,714,855,193)---1.7935%
2003---12---印度---亚洲---6077.01亿 (607,700,687,237)---1.5510%
2003---13---荷兰---欧洲---5824.36亿 (582,435,617,081)---1.4865%
2003---14---巴西---美洲---5582.34亿 (558,233,745,651)---1.4247%
2003---15---澳大利亚---大洋洲---4677.39亿 (467,739,079,790)---1.1938%
2003---16---俄罗斯---欧洲---4303.47亿 (430,347,420,184)---1.0983%
2003---17---瑞士---欧洲---3620.75亿 (362,075,086,507)---0.9241%
2003---18---瑞典---欧洲---3340.74亿 (334,074,051,172)---0.8526%
2003---19---比利时---欧洲---3180.83亿 (318,082,528,506)---0.8118%
2003---20---土耳其---欧洲---3145.96亿 (314,595,572,145)---0.8029%
2003---21---奥地利---欧洲---2607.80亿 (260,779,834,340)---0.6656%
2003---22---印尼---亚洲---2347.72亿 (234,772,463,823)---0.5992%
2003---23---挪威---欧洲---2293.85亿 (229,385,469,337)---0.5854%
2003---24---波兰---欧洲---2185.61亿 (218,561,225,998)---0.5578%
2003---25---丹麦---欧洲---2184.21亿 (218,421,193,436)---0.5575%
2003---26---沙特阿拉伯---亚洲---2158.08亿 (215,807,733,333)---0.5508%
2003---27---南非---非洲---1970.19亿 (197,018,965,308)---0.5028%
2003---28---希腊---欧洲---1969.31亿 (196,930,509,813)---0.5026%
2003---29---芬兰---欧洲---1716.13亿 (171,612,867,735)---0.4380%
