2009---1---美国---美洲---14.48万亿 (14,478,067,000,000)---23.8069%
2009---2---日本---亚洲---5.29万亿 (5,289,493,117,993)---8.6978%
2009---3---中国---亚洲---5.10万亿 (5,101,691,124,285)---8.3889%
2009---4---德国---欧洲---3.48万亿 (3,479,800,820,863)---5.7220%
2009---5---法国---欧洲---2.70万亿 (2,700,075,882,518)---4.4399%
2009---6---英国---欧洲---2.41万亿 (2,412,840,006,231)---3.9675%
2009---7---意大利---欧洲---2.21万亿 (2,209,484,319,012)---3.6332%
2009---8---巴西---美洲---1.67万亿 (1,666,996,438,681)---2.7411%
2009---9---西班牙---欧洲---1.50万亿 (1,496,587,590,847)---2.4609%
2009---10---加拿大---美洲---1.37万亿 (1,374,625,142,157)---2.2604%
2009---11---印度---亚洲---1.34万亿 (1,341,888,016,994)---2.2065%
2009---12---俄罗斯---欧洲---1.22万亿 (1,222,645,900,055)---2.0105%
2009---13---韩国---亚洲---9439.42亿 (943,941,876,218)---1.5522%
2009---14---墨西哥---美洲---9434.37亿 (943,437,415,024)---1.5513%
2009---15---澳大利亚---大洋洲---9287.62亿 (928,762,122,698)---1.5272%
2009---16---荷兰---欧洲---8789.54亿 (878,954,223,140)---1.4453%
2009---17---土耳其---欧洲---6492.89亿 (649,289,324,627)---1.0677%
2009---18---瑞士---欧洲---5542.13亿 (554,212,916,092)---0.9113%
2009---19---印尼---亚洲---5395.80亿 (539,580,085,612)---0.8873%
2009---20---比利时---欧洲---4850.15亿 (485,014,525,992)---0.7975%
2009---21---波兰---欧洲---4408.91亿 (440,891,472,247)---0.7250%
2009---22---瑞典---欧洲---4343.14亿 (434,313,804,907)---0.7142%
2009---23---沙特阿拉伯---亚洲---4290.98亿 (429,097,866,666)---0.7056%
2009---24---伊朗---亚洲---4140.59亿 (414,059,094,949)---0.6809%
2009---25---奥地利---欧洲---3992.90亿 (399,290,118,782)---0.6566%
2009---26---挪威---欧洲---3879.76亿 (387,976,400,617)---0.6380%
2009---27---阿根廷---美洲---3329.76亿 (332,976,484,577)---0.5475%
2009---28---委内瑞拉---美洲---3297.88亿 (329,787,628,928)---0.5423%
2009---29---南非---非洲---3297.54亿 (329,754,060,647)---0.5422%
2009---30---希腊---欧洲---3268.29亿 (326,829,054,686)---0.5374%
2009---31---丹麦---欧洲---3226.19亿 (322,619,152,194)---0.5305%
2009---32---尼日利亚---非洲---2950.09亿 (295,008,835,380)---0.4851%
2009---33---泰国---亚洲---2817.11亿 (281,710,630,187)---0.4632%
2009---34---阿联酋---亚洲---2535.47亿 (253,547,358,747)---0.4169%
2009---35---芬兰---欧洲---2534.81亿 (253,480,783,439)---0.4168%
2009---36---葡萄牙---欧洲---2446.68亿 (244,667,762,835)---0.4023%
2009---37---爱尔兰---欧洲---2364.43亿 (236,443,117,248)---0.3888%
2009---38---哥伦比亚---美洲---2324.69亿 (232,468,663,109)---0.3823%
2009---39---叙利亚---亚洲---2245.62亿 (224,561,692,650)---0.3693%
2009---40---香港---亚洲---2140.48亿 (214,047,795,659)---0.3520%
2009---41---以色列---亚洲---2124.54亿 (212,453,641,380)---0.3493%
2009---42---捷克---欧洲---2069.72亿 (206,971,882,704)---0.3403%
2009---43---马来西亚---亚洲---2022.57亿 (202,257,453,036)---0.3326%
2009---44---新加坡---亚洲---1941.50亿 (194,150,283,771)---0.3192%
2009---45---埃及---非洲---1891.47亿 (189,147,005,444)---0.3110%
2009---46---巴基斯坦---亚洲---1873.38亿 (187,337,783,856)---0.3080%
2009---47---菲律宾---亚洲---1759.75亿 (175,974,755,881)---0.2894%
2009---48---罗马尼亚---欧洲---1741.11亿 (174,110,532,658)---0.2863%
2009---49---智利---美洲---1717.78亿 (171,777,900,623)---0.2825%
2009---50---阿尔及利亚---非洲---1503.17亿 (150,317,292,079)---0.2472%
2009---51---匈牙利---欧洲---1310.69亿 (131,069,255,620)---0.2155%
2009---52---乌克兰---欧洲---1215.52亿 (121,552,153,444)---0.1999%
2009---53---新西兰---大洋洲---1213.74亿 (121,373,602,348)---0.1996%
2009---54---秘鲁---美洲---1208.23亿 (120,822,986,521)---0.1987%
2009---55---哈萨克斯坦---亚洲---1153.09亿 (115,308,686,941)---0.1896%
2009---56---伊拉克---亚洲---1116.58亿 (111,657,580,326)---0.1836%
2009---57---越南---亚洲---1060.15亿 (106,014,659,565)---0.1743%
2009---58---科威特---亚洲---1059.69亿 (105,968,691,905)---0.1742%
2009---59---孟加拉---亚洲---1024.75亿 (102,475,158,190)---0.1685%
2009---60---摩洛哥---非洲---1011.55亿 (101,154,952,240)---0.1663%
2009---61---卡塔尔---亚洲---977.98亿 (97,798,351,648)---0.1608%
2009---62---波多黎各---美洲---963.86亿 (96,385,600,000)---0.1585%
2009---63---斯洛伐克---欧洲---893.43亿 (89,342,984,697)---0.1469%
2009---64---安哥拉---非洲---703.07亿 (70,307,196,181)---0.1156%
2009---65---克罗地亚---欧洲---623.22亿 (62,321,642,125)---0.1025%
2009---66---利比亚---非洲---608.09亿 (60,808,562,033)---0.1000%
2009---67---厄瓜多尔---美洲---600.95亿 (60,094,978,000)---0.0988%
2009---68---古巴---美洲---574.81亿 (57,481,481,481)---0.0945%
2009---69---阿曼---亚洲---554.54亿 (55,454,096,228)---0.0912%
2009---70---卢森堡---欧洲---544.67亿 (54,467,289,897)---0.0896%
2009---71---保加利亚---欧洲---520.24亿 (52,023,801,230)---0.0855%
2009---72---苏丹---非洲---516.21亿 (51,621,044,076)---0.0849%
2009---73---白俄罗斯---欧洲---508.73亿 (50,873,167,326)---0.0837%
2009---74---斯洛文尼亚---欧洲---499.76亿 (49,975,540,954)---0.0822%
2009---75---多米尼加---美洲---482.61亿 (48,261,078,913)---0.0794%
2009---76---塞尔维亚---欧洲---469.56亿 (46,955,984,409)---0.0772%
2009---77---阿塞拜疆---亚洲---442.92亿 (44,292,427,184)---0.0728%
2009---78---突尼斯---非洲---434.56亿 (43,455,740,497)---0.0715%
2009---79---肯尼亚---非洲---423.47亿 (42,347,217,912)---0.0696%
2009---80---斯里兰卡---亚洲---420.66亿 (42,066,224,093)---0.0692%
2009---81---立陶宛---欧洲---374.94亿 (37,494,380,038)---0.0617%
2009---82---危地马拉---美洲---371.26亿 (37,126,148,264)---0.0610%
2009---83---缅甸---亚洲---369.06亿 (36,906,181,380)---0.0607%
2009---84---黎巴嫩---亚洲---354.00亿 (35,399,582,928)---0.0582%
2009---85---乌兹别克斯坦---亚洲---336.89亿 (33,689,223,673)---0.0554%
2009---86---乌拉圭---美洲---327.08亿 (32,708,319,077)---0.0538%
2009---87---埃塞俄比亚---非洲---324.37亿 (32,437,389,116)---0.0533%
2009---88---哥斯达黎加---美洲---307.46亿 (30,745,714,312)---0.0506%
2009---89---坦桑尼亚---非洲---294.01亿 (29,400,573,553)---0.0483%
2009---90---喀麦隆---非洲---279.33亿 (27,932,970,317)---0.0459%
2009---91---巴拿马---美洲---277.91亿 (27,791,215,500)---0.0457%
2009---92---加纳---非洲---260.49亿 (26,048,720,005)---0.0428%
2009---93---塞浦路斯---欧洲---260.48亿 (26,048,179,949)---0.0428%
2009---94---拉脱维亚---欧洲---256.92亿 (25,691,530,442)---0.0422%
2009---95---也门---亚洲---251.30亿 (25,130,278,212)---0.0413%
2009---96---约旦---亚洲---245.38亿 (24,537,876,056)---0.0403%
2009---97---科特迪瓦---非洲---243.75亿 (24,375,209,177)---0.0401%
2009---98---巴林---亚洲---229.38亿 (22,938,218,085)---0.0377%
2009---99---巴拉圭---美洲---223.55亿 (22,355,151,161)---0.0368%
2009---100---澳门---亚洲---215.88亿 (21,587,786,905)---0.0355%
