2022---1---美国---美洲---26.01万亿 (26,006,893,000,000)---25.5543%
2022---2---中国---亚洲---17.88万亿 (17,881,782,683,707)---17.5706%
2022---3---日本---亚洲---4.26万亿 (4,256,410,760,723)---4.1823%
2022---4---德国---欧洲---4.16万亿 (4,163,596,357,879)---4.0911%
2022---5---印度---亚洲---3.35万亿 (3,353,470,496,886)---3.2951%
2022---6---英国---欧洲---3.11万亿 (3,114,042,471,144)---3.0599%
2022---7---法国---欧洲---2.80万亿 (2,796,302,210,398)---2.7476%
2022---8---俄罗斯---欧洲---2.27万亿 (2,266,029,240,645)---2.2266%
2022---9---加拿大---美洲---2.16万亿 (2,161,483,369,422)---2.1239%
2022---10---意大利---欧洲---2.10万亿 (2,102,995,942,720)---2.0664%
2022---11---巴西---美洲---1.95万亿 (1,951,923,942,083)---1.9180%
2022---12---澳大利亚---大洋洲---1.69万亿 (1,690,858,246,994)---1.6614%
2022---13---韩国---亚洲---1.67万亿 (1,673,916,511,799)---1.6448%
2022---14---墨西哥---美洲---1.46万亿 (1,464,312,692,331)---1.4388%
2022---15---西班牙---欧洲---1.45万亿 (1,446,498,147,749)---1.4213%
2022---16---印尼---亚洲---1.32万亿 (1,319,076,267,291)---1.2961%
2022---17---沙特阿拉伯---亚洲---1.11万亿 (1,108,571,466,666)---1.0893%
2022---18---荷兰---欧洲---1.05万亿 (1,046,540,797,548)---1.0283%
2022---19---土耳其---欧洲---9071.18亿 (907,118,434,653)---0.8913%
2022---20---瑞士---欧洲---8184.27亿 (818,426,550,206)---0.8042%
2022---21---波兰---欧洲---6956.07亿 (695,607,470,875)---0.6835%
2022---22---古巴---美洲---6334.42亿 (633,442,300,000)---0.6224%
2022---23---阿根廷---美洲---6327.90亿 (632,790,070,063)---0.6218%
2022---24---挪威---欧洲---5937.27亿 (593,726,965,415)---0.5834%
2022---25---比利时---欧洲---5934.39亿 (593,438,820,508)---0.5831%
2022---26---瑞典---欧洲---5798.96亿 (579,895,717,343)---0.5698%
2022---27---爱尔兰---欧洲---5485.70亿 (548,570,250,341)---0.5390%
2022---28---以色列---亚洲---5250.00亿 (525,000,415,276)---0.5159%
2022---29---阿联酋---亚洲---5027.32亿 (502,731,935,197)---0.4940%
2022---30---新加坡---亚洲---4984.75亿 (498,474,540,987)---0.4898%
2022---31---泰国---亚洲---4956.45亿 (495,645,210,972)---0.4870%
2022---32---尼日利亚---非洲---4774.03亿 (477,403,400,101)---0.4691%
2022---33---埃及---非洲---4767.48亿 (476,747,720,364)---0.4685%
2022---34---奥地利---欧洲---4717.74亿 (471,773,629,830)---0.4636%
2022---35---孟加拉---亚洲---4601.32亿 (460,131,688,909)---0.4521%
2022---36---越南---亚洲---4103.24亿 (410,324,028,883)---0.4032%
2022---37---马来西亚---亚洲---4076.06亿 (407,605,841,348)---0.4005%
2022---38---南非---非洲---4069.20亿 (406,920,004,594)---0.3998%
2022---39---菲律宾---亚洲---4043.53亿 (404,353,369,604)---0.3973%
2022---40---丹麦---欧洲---4019.46亿 (401,945,576,107)---0.3950%
2022---41---伊朗---亚洲---3943.63亿 (394,362,621,793)---0.3875%
2022---42---巴基斯坦---亚洲---3748.90亿 (374,890,295,666)---0.3684%
2022---43---香港---亚洲---3586.81亿 (358,681,066,274)---0.3524%
2022---44---哥伦比亚---美洲---3453.30亿 (345,329,875,078)---0.3393%
2022---45---智利---美洲---3021.17亿 (302,116,539,409)---0.2969%
2022---46---捷克---欧洲---3018.31亿 (301,831,228,325)---0.2966%
2022---47---罗马尼亚---欧洲---2963.54亿 (296,354,358,293)---0.2912%
2022---48---伊拉克---亚洲---2866.40亿 (286,640,340,965)---0.2817%
2022---49---芬兰---欧洲---2802.42亿 (280,241,515,774)---0.2754%
2022---50---葡萄牙---欧洲---2568.99亿 (256,898,675,068)---0.2524%
2022---51---新西兰---大洋洲---2467.34亿 (246,733,522,841)---0.2424%
2022---52---秘鲁---美洲---2464.89亿 (246,488,757,636)---0.2422%
2022---53---卡塔尔---亚洲---2357.09亿 (235,709,325,708)---0.2316%
2022---54---阿尔及利亚---非洲---2256.38亿 (225,638,456,572)---0.2217%
