1999---1---美国---美洲---9.63万亿 (9,631,172,000,000)---29.4108%
1999---2---日本---亚洲---4.64万亿 (4,635,982,224,063)---14.1569%
1999---3---德国---欧洲---2.21万亿 (2,213,873,468,586)---6.7605%
1999---4---英国---欧洲---1.69万亿 (1,687,830,448,147)---5.1541%
1999---5---法国---欧洲---1.49万亿 (1,486,915,879,701)---4.5406%
1999---6---意大利---欧洲---1.26万亿 (1,255,004,736,463)---3.8324%
1999---7---中国---亚洲---1.09万亿 (1,094,003,874,937)---3.3408%
1999---8---加拿大---美洲---6784.12亿 (678,412,196,271)---2.0717%
1999---9---西班牙---欧洲---6343.95亿 (634,394,904,386)---1.9373%
1999---10---墨西哥---美洲---6312.49亿 (631,249,359,702)---1.9277%
1999---11---巴西---美洲---5996.42亿 (599,642,024,319)---1.8311%
1999---12---韩国---亚洲---4975.14亿 (497,514,040,642)---1.5193%
1999---13---印度---亚洲---4588.21亿 (458,821,052,615)---1.4011%
1999---14---荷兰---欧洲---4477.79亿 (447,778,514,140)---1.3674%
1999---15---澳大利亚---大洋洲---3896.52亿 (389,652,212,056)---1.1899%
1999---16---瑞士---欧洲---2978.74亿 (297,873,643,323)---0.9096%
1999---17---阿根廷---美洲---2835.23亿 (283,523,000,000)---0.8658%
1999---18---瑞典---欧洲---2743.20亿 (274,320,415,375)---0.8377%
1999---19---比利时---欧洲---2582.46亿 (258,245,733,221)---0.7886%
1999---20---土耳其---欧洲---2563.96亿 (256,395,932,738)---0.7830%
1999---21---奥地利---欧洲---2164.22亿 (216,421,809,125)---0.6609%
1999---22---俄罗斯---欧洲---1959.07亿 (195,907,128,350)---0.5982%
1999---23---丹麦---欧洲---1778.88亿 (177,887,720,535)---0.5432%
1999---24---波兰---欧洲---1707.04亿 (170,704,452,714)---0.5213%
1999---25---香港---亚洲---1657.68亿 (165,768,095,391)---0.5062%
1999---26---挪威---欧洲---1623.84亿 (162,383,706,021)---0.4959%
1999---27---沙特阿拉伯---亚洲---1617.17亿 (161,717,066,666)---0.4938%
1999---28---南非---非洲---1515.17亿 (151,516,957,078)---0.4627%
1999---29---印尼---亚洲---1400.01亿 (140,001,351,215)---0.4275%
1999---30---希腊---欧洲---1371.31亿 (137,131,371,955)---0.4188%
1999---31---芬兰---欧洲---1352.34亿 (135,234,241,918)---0.4130%
1999---32---葡萄牙---欧洲---1274.70亿 (127,470,385,557)---0.3893%
1999---33---泰国---亚洲---1266.69亿 (126,669,211,778)---0.3868%
1999---34---以色列---亚洲---1211.67亿 (121,166,507,717)---0.3700%
1999---35---伊朗---亚洲---1138.48亿 (113,848,450,088)---0.3477%
1999---36---爱尔兰---欧洲---988.94亿 (98,893,958,262)---0.3020%
1999---37---委内瑞拉---美洲---979.73亿 (97,972,842,461)---0.2992%
1999---38---埃及---非洲---907.11亿 (90,710,704,806)---0.2770%
1999---39---新加坡---亚洲---862.87亿 (86,286,849,754)---0.2635%
1999---40---哥伦比亚---美洲---862.79亿 (86,278,947,636)---0.2635%
1999---41---菲律宾---亚洲---856.40亿 (85,640,171,045)---0.2615%
1999---42---阿联酋---亚洲---844.45亿 (84,445,473,110)---0.2579%
1999---43---马来西亚---亚洲---791.48亿 (79,148,421,052)---0.2417%
1999---44---智利---美洲---755.79亿 (75,578,685,735)---0.2308%
1999---45---捷克---欧洲---655.87亿 (65,586,562,604)---0.2003%
1999---46---巴基斯坦---亚洲---629.74亿 (62,973,857,068)---0.1923%
1999---47---新西兰---大洋洲---587.62亿 (58,762,260,625)---0.1794%
1999---48---波多黎各---美洲---578.41亿 (57,841,000,000)---0.1766%
1999---49---孟加拉---亚洲---512.71亿 (51,270,569,883)---0.1566%
1999---50---秘鲁---美洲---501.87亿 (50,187,324,567)---0.1533%
1999---51---匈牙利---欧洲---490.73亿 (49,073,380,173)---0.1499%
1999---52---阿尔及利亚---非洲---486.41亿 (48,640,671,734)---0.1485%
1999---53---摩洛哥---非洲---462.66亿 (46,266,428,648)---0.1413%
1999---54---伊拉克---亚洲---368.82亿 (36,881,601,583)---0.1126%
1999---55---利比亚---非洲---359.76亿 (35,975,860,857)---0.1099%
1999---56---罗马尼亚---欧洲---359.53亿 (35,953,156,753)---0.1098%
1999---57---尼日利亚---非洲---358.71亿 (35,870,792,987)---0.1095%
1999---58---乌克兰---欧洲---315.81亿 (31,580,639,553)---0.0964%
1999---59---斯洛伐克---欧洲---304.96亿 (30,496,272,225)---0.0931%
1999---60---科威特---亚洲---301.22亿 (30,122,365,849)---0.0920%
1999---61---越南---亚洲---286.84亿 (28,683,659,006)---0.0876%
1999---62---古巴---美洲---283.65亿 (28,364,615,200)---0.0866%
1999---63---乌拉圭---美洲---239.84亿 (23,983,945,190)---0.0732%
1999---64---克罗地亚---欧洲---237.77亿 (23,777,026,779)---0.0726%
1999---65---突尼斯---非洲---229.43亿 (22,943,202,174)---0.0701%
1999---66---斯洛文尼亚---欧洲---226.10亿 (22,609,669,083)---0.0690%
1999---67---多米尼加---美洲---221.37亿 (22,136,579,396)---0.0676%
1999---68---卢森堡---欧洲---218.99亿 (21,899,317,598)---0.0669%
1999---69---塞尔维亚---欧洲---208.79亿 (20,878,694,850)---0.0638%
1999---70---厄瓜多尔---美洲---196.45亿 (19,645,272,636)---0.0600%
1999---71---危地马拉---美洲---183.18亿 (18,318,412,251)---0.0559%
1999---72---阿曼---亚洲---178.33亿 (17,832,769,830)---0.0545%
1999---73---黎巴嫩---亚洲---173.91亿 (17,391,056,369)---0.0531%
1999---74---乌兹别克斯坦---亚洲---170.78亿 (17,078,465,982)---0.0522%
1999---75---哈萨克斯坦---亚洲---168.71亿 (16,870,817,181)---0.0515%
1999---76---叙利亚---亚洲---158.74亿 (15,873,875,968)---0.0485%
1999---77---斯里兰卡---亚洲---156.56亿 (15,656,327,859)---0.0478%
1999---78---哥斯达黎加---美洲---142.55亿 (14,254,866,284)---0.0435%
1999---79---保加利亚---欧洲---136.27亿 (13,627,325,461)---0.0416%
1999---80---肯尼亚---非洲---128.96亿 (12,896,010,459)---0.0394%
1999---81---卡塔尔---亚洲---123.93亿 (12,393,131,868)---0.0378%
1999---82---科特迪瓦---非洲---123.77亿 (12,376,639,822)---0.0378%
1999---83---白俄罗斯---欧洲---121.38亿 (12,138,243,080)---0.0371%
1999---84---巴拿马---美洲---116.61亿 (11,660,704,800)---0.0356%
1999---85---喀麦隆---非洲---115.66亿 (11,565,826,464)---0.0353%
1999---86---萨尔瓦多---美洲---112.84亿 (11,284,197,000)---0.0345%
1999---87---立陶宛---欧洲---110.22亿 (11,022,095,813)---0.0337%
1999---88---苏丹---非洲---106.82亿 (10,682,028,339)---0.0326%
1999---89---塞浦路斯---欧洲---104.98亿 (10,497,907,227)---0.0321%
1999---90---坦桑尼亚---非洲---96.98亿 (9,697,847,263)---0.0296%
1999---91---冰岛---欧洲---89.82亿 (8,982,047,589)---0.0274%
