1981---1---美国---美洲---3.21万亿 (3,207,041,000,000)---27.0866%
1981---2---日本---亚洲---1.25万亿 (1,245,221,410,764)---10.5171%
1981---3---德国---欧洲---8034.05亿 (803,404,797,057)---6.7855%
1981---4---法国---欧洲---6091.85亿 (609,184,791,792)---5.1452%
1981---5---英国---欧洲---5407.66亿 (540,765,675,241)---4.5673%
1981---6---意大利---欧洲---4316.96亿 (431,695,533,980)---3.6461%
1981---7---加拿大---美洲---3072.47亿 (307,246,642,755)---2.5950%
1981---8---墨西哥---美洲---2637.98亿 (263,797,827,860)---2.2280%
1981---9---巴西---美洲---2580.15亿 (258,015,174,748)---2.1792%
1981---10---西班牙---欧洲---2026.63亿 (202,663,023,968)---1.7117%
1981---11---中国---亚洲---1958.66亿 (195,866,382,432)---1.6543%
1981---12---印度---亚洲---1934.91亿 (193,491,368,445)---1.6342%
1981---13---沙特阿拉伯---亚洲---1842.91亿 (184,291,360,138)---1.5565%
1981---14---澳大利亚---大洋洲---1768.95亿 (176,895,390,688)---1.4941%
1981---15---荷兰---欧洲---1643.76亿 (164,375,775,854)---1.3883%
1981---16---瑞典---欧洲---1295.00亿 (129,500,408,223)---1.0938%
1981---17---瑞士---欧洲---1122.45亿 (112,244,805,518)---0.9480%
1981---18---比利时---欧洲---1047.30亿 (104,730,018,470)---0.8845%
1981---19---伊朗---亚洲---1004.99亿 (100,499,312,749)---0.8488%
1981---20---南非---非洲---931.41亿 (93,141,472,163)---0.7867%
1981---21---印尼---亚洲---855.18亿 (85,518,233,419)---0.7223%
1981---22---阿根廷---美洲---786.77亿 (78,676,842,366)---0.6645%
1981---23---韩国---亚洲---729.34亿 (72,933,533,011)---0.6160%
1981---24---土耳其---欧洲---711.80亿 (71,180,180,180)---0.6012%
1981---25---奥地利---欧洲---707.56亿 (70,755,997,062)---0.5976%
1981---26---委内瑞拉---美洲---663.27亿 (66,327,441,860)---0.5602%
1981---27---挪威---欧洲---635.97亿 (63,596,654,760)---0.5371%
1981---28---丹麦---欧洲---614.60亿 (61,459,941,460)---0.5191%
